index,tweet_id,author_id,inbound,created_at,chat_conversation,response_tweet_id,in_response_to_tweet_id,sentiment_analysis,sentiment,sentiment_explanation
618,1064,AmericanAir,False,Tue Oct 31 22:14:35 +0000 2017,@115909 We're glad you got to kick back and enjoy a show while flying! Thanks for your kind words.,,1065.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressou satisfação ao mencionar que conseguiu relaxar e aproveitar um show durante o voo, o que indica uma experiência agradável. A frase 'We're glad you got to kick back and enjoy a show while flying!' sugere que a interação foi bem recebida e que o usuário teve uma experiência positiva.""
}",Positivo,"O usuário expressou satisfação ao mencionar que conseguiu relaxar e aproveitar um show durante o voo, o que indica uma experiência agradável. A frase 'We're glad you got to kick back and enjoy a show while flying!' sugere que a interação foi bem recebida e que o usuário teve uma experiência positiva."
619,1065,115909,True,Tue Oct 31 21:51:36 +0000 2017,"Thank you, @AmericanAir for playing #ThisIsUs and for having great flight attendants on my flight back home!",1064,,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressa gratidão e apreciação, destacando a boa experiência com a companhia aérea e os comissários de bordo. O uso de 'Thank you' e 'great flight attendants' indica um sentimento positivo em relação ao serviço recebido.""
}",Positivo,"O usuário expressa gratidão e apreciação, destacando a boa experiência com a companhia aérea e os comissários de bordo. O uso de 'Thank you' e 'great flight attendants' indica um sentimento positivo em relação ao serviço recebido."
620,1066,TMobileHelp,False,Tue Oct 31 22:28:46 +0000 2017,"@115910 Hey, Trevor! Send us a DM, and we'll take a closer look! *KellenF",,1067.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é uma solicitação direta e não expressa emoções positivas ou negativas. O tom é informativo e objetivo, como indicado pela frase 'Send us a DM, and we'll take a closer look!'.""
}",Neutro,"A mensagem do usuário é uma solicitação direta e não expressa emoções positivas ou negativas. O tom é informativo e objetivo, como indicado pela frase 'Send us a DM, and we'll take a closer look!'."
621,1067,115910,True,Tue Oct 31 22:21:24 +0000 2017,@115911 Sweet! I’m still paying on my 7plus but I have a jump. Any way to find out what to do in my situation and how much money I need to put down?,1066,1068.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""O usuário está buscando informações sobre sua situação financeira em relação a um dispositivo, sem expressar emoções positivas ou negativas. A frase 'Any way to find out what to do in my situation and how much money I need to put down?' demonstra uma solicitação de ajuda, mas não carrega um tom emocional forte.""
}",Neutro,"O usuário está buscando informações sobre sua situação financeira em relação a um dispositivo, sem expressar emoções positivas ou negativas. A frase 'Any way to find out what to do in my situation and how much money I need to put down?' demonstra uma solicitação de ajuda, mas não carrega um tom emocional forte."
622,1068,115911,True,Tue Oct 31 22:19:12 +0000 2017,@115910 No sir! You can still preorder at https://t.co/E7pnnCVItW *JoanO,1067,1069.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é informativa e não expressa emoções positivas ou negativas. O trecho 'You can still preorder' indica uma simples instrução sem carga emocional.""
}",Neutro,A mensagem do usuário é informativa e não expressa emoções positivas ou negativas. O trecho 'You can still preorder' indica uma simples instrução sem carga emocional.
623,1069,115910,True,Tue Oct 31 22:17:06 +0000 2017,@115911 Are pre orders done for the X?,1068,1070.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é uma pergunta direta sobre o status das pré-vendas do produto, sem expressar emoções positivas ou negativas. O tom é informativo e objetivo, indicando uma busca por informação, mas não revela entusiasmo ou descontentamento.""
}",Neutro,"A mensagem do usuário é uma pergunta direta sobre o status das pré-vendas do produto, sem expressar emoções positivas ou negativas. O tom é informativo e objetivo, indicando uma busca por informação, mas não revela entusiasmo ou descontentamento."
624,1070,115911,True,Tue Oct 31 22:16:12 +0000 2017,@115910 Go for it Trevor *ErikS,1069,1071.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressa apoio e encorajamento ao dizer 'Go for it Trevor', o que indica um sentimento otimista e positivo em relação à ação que Trevor deve tomar.""
}",Positivo,"O usuário expressa apoio e encorajamento ao dizer 'Go for it Trevor', o que indica um sentimento otimista e positivo em relação à ação que Trevor deve tomar."
625,1071,115910,True,Tue Oct 31 22:15:20 +0000 2017,@115911 I have a question.,1070,1072.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""O usuário apenas expressou uma intenção de fazer uma pergunta, sem transmitir emoções positivas ou negativas. A frase 'I have a question' é neutra e não indica um sentimento específico.""
}",Neutro,"O usuário apenas expressou uma intenção de fazer uma pergunta, sem transmitir emoções positivas ou negativas. A frase 'I have a question' é neutra e não indica um sentimento específico."
626,1072,115911,True,Thu Oct 26 21:13:40 +0000 2017,"Be ready for your next iPhone. Join our iPhone upgrade program for free!
 https://t.co/ELb8YQspF6","1071,1073,1074,1075,1076,1077,1078,1079,1080,1081,1082,1083,1084,1085,1086,1087,1088,1089,1090,1091,1092,1093,1094,1095,1096,1097,1098,1099,1100,1101,1102,1103,1104,1105,1106,1107,1108,1109,1110,1111,1112,1113,1114,1115,1116,1117,1118,1119,1120,1121,1122,1123,1124,1125,1126,1127,1128,1129,1130,1131,1132,1133,1134,1135,1136,1137,1138,1139,1140,1141,1142,1143,1144,1145,1146,1147,1148,1149,1150,1151,1152,1153,1154,1155",,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é uma promoção sobre um programa de upgrade do iPhone, sem expressar emoções ou opiniões pessoais. O tom é informativo e não apresenta sentimentos positivos ou negativos. A frase 'Be ready for your next iPhone' sugere uma expectativa, mas não indica um sentimento forte.""
}",Neutro,"A mensagem do usuário é uma promoção sobre um programa de upgrade do iPhone, sem expressar emoções ou opiniões pessoais. O tom é informativo e não apresenta sentimentos positivos ou negativos. A frase 'Be ready for your next iPhone' sugere uma expectativa, mas não indica um sentimento forte."
627,1156,TMobileHelp,False,Tue Oct 31 22:24:01 +0000 2017,@115912 @115913 Thanks for getting that DM sent over - I've got it and am replying now. https://t.co/93XwcSKFIy *RayButler,,1157.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressa gratidão ao agradecer pelo envio da mensagem direta e informa que está respondendo, o que indica uma atitude colaborativa e receptiva. O trecho que demonstra isso é: 'Thanks for getting that DM sent over - I've got it and am replying now.'""
}",Positivo,"O usuário expressa gratidão ao agradecer pelo envio da mensagem direta e informa que está respondendo, o que indica uma atitude colaborativa e receptiva. O trecho que demonstra isso é: 'Thanks for getting that DM sent over - I've got it and am replying now.'"
628,1157,115912,True,Tue Oct 31 21:54:49 +0000 2017,"@115913 @115911 By 'upfront' I hope you don't mean 'upfront fees""!  DM sent!",1156,1158.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa preocupação ou descontentamento ao mencionar 'upfront fees', o que sugere uma expectativa negativa em relação a custos adicionais. A frase 'I hope you don't mean' indica uma possível insatisfação com a situação.""
}",Negativo,"O usuário expressa preocupação ou descontentamento ao mencionar 'upfront fees', o que sugere uma expectativa negativa em relação a custos adicionais. A frase 'I hope you don't mean' indica uma possível insatisfação com a situação."
629,1158,115912,True,Tue Oct 31 21:45:21 +0000 2017,@115913 @115911 just called in to switch from AT&amp;T. They wanted $75 to switch 3 phones! I said no way! Inconsistent messaging - shame!,"1157,1159",,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração e descontentamento com a situação ao mencionar 'Inconsistent messaging - shame!' e ao se recusar a pagar $75 para mudar de operadora, indicando insatisfação com o serviço.""
}",Negativo,"O usuário expressa frustração e descontentamento com a situação ao mencionar 'Inconsistent messaging - shame!' e ao se recusar a pagar $75 para mudar de operadora, indicando insatisfação com o serviço."
630,1160,TMobileHelp,False,Tue Oct 31 22:23:40 +0000 2017,@115914 Yay for T-Mobile Tuesdays- lets's get you taken care of! Send a DM my way: https://t.co/jGtdfLsVbg *ErikaHoleman,,1161.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressa entusiasmo e apoio ao mencionar 'Yay for T-Mobile Tuesdays', o que indica uma atitude otimista e animada em relação ao serviço. A frase 'let's get you taken care of!' também sugere uma disposição para ajudar, reforçando o sentimento positivo.""
}",Positivo,"O usuário expressa entusiasmo e apoio ao mencionar 'Yay for T-Mobile Tuesdays', o que indica uma atitude otimista e animada em relação ao serviço. A frase 'let's get you taken care of!' também sugere uma disposição para ajudar, reforçando o sentimento positivo."
631,1161,115914,True,Tue Oct 31 22:19:01 +0000 2017,@TMobileHelp trying to redeem a free tuesday code and its not letting me telling me theres an error can i get help with this?,1160,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração ao tentar resgatar um código e encontrar um erro, o que indica insatisfação. A frase 'its not letting me telling me theres an error' demonstra claramente um problema que está causando desconforto.""
}",Negativo,"O usuário expressa frustração ao tentar resgatar um código e encontrar um erro, o que indica insatisfação. A frase 'its not letting me telling me theres an error' demonstra claramente um problema que está causando desconforto."
632,1162,TMobileHelp,False,Tue Oct 31 22:22:53 +0000 2017,"@115915 Well, we'd be happy to take a look at that and see what's going on, Jenny. DM us, we're here to keep you connected. *JoanO",,1163.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário não expressa emoções fortes, mas sim uma disposição para ajudar. A frase 'we'd be happy to take a look at that' sugere uma atitude prestativa, mas não indica um sentimento positivo ou negativo claro.""
}",Neutro,"A mensagem do usuário não expressa emoções fortes, mas sim uma disposição para ajudar. A frase 'we'd be happy to take a look at that' sugere uma atitude prestativa, mas não indica um sentimento positivo ou negativo claro."
633,1163,115915,True,Tue Oct 31 22:20:14 +0000 2017,T-Mobile So Bs My Internet Stop Working For 3 Hours https://t.co/YISXwAHace,1162,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração ao relatar que sua internet parou de funcionar por 3 horas, o que indica insatisfação com o serviço. A frase 'So Bs' sugere descontentamento e irritação.""
}",Negativo,"O usuário expressa frustração ao relatar que sua internet parou de funcionar por 3 horas, o que indica insatisfação com o serviço. A frase 'So Bs' sugere descontentamento e irritação."
634,1164,TMobileHelp,False,Tue Oct 31 22:20:29 +0000 2017,@115916 Hey we are here and we want to help! If you have any questions feel free to shoot us a DM! *KatGrisham,,1165.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""A mensagem do usuário expressa uma disposição amigável e prestativa, oferecendo ajuda e encorajando a interação. O uso de 'Hey we are here and we want to help!' demonstra uma intenção positiva e acolhedora.""
}",Positivo,"A mensagem do usuário expressa uma disposição amigável e prestativa, oferecendo ajuda e encorajando a interação. O uso de 'Hey we are here and we want to help!' demonstra uma intenção positiva e acolhedora."
635,1165,115916,True,Tue Oct 31 21:58:39 +0000 2017,No. That opportunity has passed. Bad customer experience @115911 &amp; @343   Not going back ever again. #FAIL https://t.co/05pINkDFGd,1164,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa descontentamento com a experiência do cliente, afirmando que não voltará mais e utilizando a hashtag #FAIL, o que indica uma forte insatisfação. O trecho 'Bad customer experience' demonstra claramente o sentimento negativo em relação ao serviço recebido.""
}",Negativo,"O usuário expressa descontentamento com a experiência do cliente, afirmando que não voltará mais e utilizando a hashtag #FAIL, o que indica uma forte insatisfação. O trecho 'Bad customer experience' demonstra claramente o sentimento negativo em relação ao serviço recebido."
636,1166,TMobileHelp,False,Tue Oct 31 22:18:29 +0000 2017,@115917 Can I have you DM me at: https://t.co/rYd2PDuSPi *RobFahl,,1167.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é uma solicitação direta para que alguém envie uma mensagem direta, sem expressar emoções ou sentimentos claros. O tom é informativo e não carrega conotações positivas ou negativas.""
}",Neutro,"A mensagem do usuário é uma solicitação direta para que alguém envie uma mensagem direta, sem expressar emoções ou sentimentos claros. O tom é informativo e não carrega conotações positivas ou negativas."
637,1167,115917,True,Tue Oct 31 22:13:16 +0000 2017,@TMobileHelp  https://t.co/tznFggbx3Y,1166,1168.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é um link sem contexto adicional ou emoção expressa, o que não permite identificar um sentimento positivo ou negativo. A ausência de palavras que indiquem frustração ou satisfação resulta em uma classificação neutra.""
}",Neutro,"A mensagem do usuário é um link sem contexto adicional ou emoção expressa, o que não permite identificar um sentimento positivo ou negativo. A ausência de palavras que indiquem frustração ou satisfação resulta em uma classificação neutra."
638,1168,TMobileHelp,False,Tue Oct 31 21:49:44 +0000 2017,@115917 We want to help you with this great #TMobileTuesday deal! Shoot me a DM here https://t.co/jAb1JkOMRy  *AngieShaw,"1167,1169",1170.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é uma oferta de ajuda relacionada a uma promoção, sem expressar emoções fortes ou opiniões. A intenção é informativa e de suporte, o que não gera um sentimento positivo ou negativo claro.""
}",Neutro,"A mensagem do usuário é uma oferta de ajuda relacionada a uma promoção, sem expressar emoções fortes ou opiniões. A intenção é informativa e de suporte, o que não gera um sentimento positivo ou negativo claro."
639,1170,115917,True,Tue Oct 31 21:47:53 +0000 2017,@TMobileHelp @115918 OK maybe my problem too let me try that resizing.,1168,1171.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""O usuário está tentando resolver um problema e expressa uma intenção de experimentar uma solução sugerida. A frase 'OK maybe my problem too let me try that resizing' não demonstra emoções fortes, mas sim uma disposição para testar uma possível solução, indicando um tom neutro.""
}",Neutro,"O usuário está tentando resolver um problema e expressa uma intenção de experimentar uma solução sugerida. A frase 'OK maybe my problem too let me try that resizing' não demonstra emoções fortes, mas sim uma disposição para testar uma possível solução, indicando um tom neutro."
640,1171,TMobileHelp,False,Tue Oct 31 15:33:18 +0000 2017,@115918 You are welcome and thanks for letting us know. If you need anything else we are here for you. #HappyTMobileTuesday *KennethStone,1170,1172.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressa gratidão e disponibilidade para ajudar, o que indica um tom amigável e acolhedor. A frase 'If you need anything else we are here for you' demonstra uma intenção positiva de suporte.""
}",Positivo,"O usuário expressa gratidão e disponibilidade para ajudar, o que indica um tom amigável e acolhedor. A frase 'If you need anything else we are here for you' demonstra uma intenção positiva de suporte."
641,1172,115918,True,Tue Oct 31 15:20:26 +0000 2017,@TMobileHelp Got it. One of them resized to 4x4. So instead of alerting me it just wouldn't take the coupon code. I resized it and it worked. Thanks.,1171,1173.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressa satisfação ao resolver o problema com o código do cupom, indicando que a situação foi solucionada. A frase 'Thanks' demonstra gratidão, reforçando o sentimento positivo.""
}",Positivo,"O usuário expressa satisfação ao resolver o problema com o código do cupom, indicando que a situação foi solucionada. A frase 'Thanks' demonstra gratidão, reforçando o sentimento positivo."
642,1173,TMobileHelp,False,Tue Oct 31 14:30:29 +0000 2017,"@115918 We want this to work perfectly! Do you have at least 10 photos selected? If not, add another and try. DM w/ any questions! *ChrisBradstreet",1172,1174.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressa um desejo de que tudo funcione perfeitamente e oferece ajuda ao convidar a pessoa a enviar mensagens diretas com perguntas. Isso demonstra um tom encorajador e colaborativo, como evidenciado pela frase: 'We want this to work perfectly!'.""
}",Positivo,"O usuário expressa um desejo de que tudo funcione perfeitamente e oferece ajuda ao convidar a pessoa a enviar mensagens diretas com perguntas. Isso demonstra um tom encorajador e colaborativo, como evidenciado pela frase: 'We want this to work perfectly!'."
643,1174,115918,True,Tue Oct 31 14:24:05 +0000 2017,@TMobileHelp @1247 The @10568 code is not working when applied at checkout. Can you please look into this? https://t.co/SJvM7AW24t,"1173,1175",,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração ao relatar que um código não está funcionando durante o checkout, o que indica insatisfação com o serviço. A frase 'The @10568 code is not working' demonstra claramente um problema que está causando desconforto.""
}",Negativo,"O usuário expressa frustração ao relatar que um código não está funcionando durante o checkout, o que indica insatisfação com o serviço. A frase 'The @10568 code is not working' demonstra claramente um problema que está causando desconforto."
644,1176,VirginTrains,False,Tue Oct 31 22:20:59 +0000 2017,@115919 If you're unhappy with your experience on this call please contact us on our website: https://t.co/rkAZcF6uR3 ^CB,,1177.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""A mensagem sugere que o usuário está insatisfeito com a experiência na chamada, o que indica um sentimento negativo. O trecho 'If you're unhappy with your experience' demonstra claramente essa insatisfação.""
}",Negativo,"A mensagem sugere que o usuário está insatisfeito com a experiência na chamada, o que indica um sentimento negativo. O trecho 'If you're unhappy with your experience' demonstra claramente essa insatisfação."
645,1177,115919,True,Tue Oct 31 22:19:08 +0000 2017,@VirginTrains so i wait almost 3 hours and then they are rude and arrogant &amp; unhelpful after which she is raising a technical case https://t.co/yi9oxFMatO,1176,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração e descontentamento com o atendimento recebido, descrevendo a equipe como 'rude', 'arrogante' e 'não útil', o que indica um sentimento claramente negativo em relação à experiência.""
}",Negativo,"O usuário expressa frustração e descontentamento com o atendimento recebido, descrevendo a equipe como 'rude', 'arrogante' e 'não útil', o que indica um sentimento claramente negativo em relação à experiência."
646,1178,VirginTrains,False,Tue Oct 31 22:18:42 +0000 2017,@115920 You'd need to contact our Aftersales team on 0344 556 5650 from 8am ^CB,1179,1180.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é uma instrução clara e objetiva sobre como entrar em contato com a equipe de pós-venda, sem expressar emoções ou sentimentos positivos ou negativos. O tom é informativo e direto.""
}",Neutro,"A mensagem do usuário é uma instrução clara e objetiva sobre como entrar em contato com a equipe de pós-venda, sem expressar emoções ou sentimentos positivos ou negativos. O tom é informativo e direto."
647,1179,115920,True,Tue Oct 31 22:19:44 +0000 2017,@VirginTrains thanks!,,1178.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressou gratidão ao agradecer a @VirginTrains, o que indica um sentimento positivo. A palavra 'thanks' demonstra apreciação e satisfação.""
}",Positivo,"O usuário expressou gratidão ao agradecer a @VirginTrains, o que indica um sentimento positivo. A palavra 'thanks' demonstra apreciação e satisfação."
648,1180,115920,True,Tue Oct 31 22:17:50 +0000 2017,"@VirginTrains hi! i need some help with a booking i need to change, and made a mistake on. who can i contact?",1178,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa uma necessidade de ajuda devido a um erro em uma reserva, o que indica frustração ou preocupação. A frase 'i need some help with a booking i need to change, and made a mistake on' demonstra um tom de dificuldade e necessidade de suporte, caracterizando um sentimento negativo.""
}",Negativo,"O usuário expressa uma necessidade de ajuda devido a um erro em uma reserva, o que indica frustração ou preocupação. A frase 'i need some help with a booking i need to change, and made a mistake on' demonstra um tom de dificuldade e necessidade de suporte, caracterizando um sentimento negativo."
649,1181,VirginTrains,False,Tue Oct 31 22:18:08 +0000 2017,"@115919 When amending a ticket the system would show a fare that matches your previous purchase, but this may be higher ^CB",,1182.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa uma preocupação sobre o sistema de emenda de bilhetes, indicando que a tarifa mostrada pode ser mais alta do que a compra anterior. Isso sugere insatisfação com a funcionalidade do sistema, como evidenciado pela frase 'mas isso pode ser maior'.""
}",Negativo,"O usuário expressa uma preocupação sobre o sistema de emenda de bilhetes, indicando que a tarifa mostrada pode ser mais alta do que a compra anterior. Isso sugere insatisfação com a funcionalidade do sistema, como evidenciado pela frase 'mas isso pode ser maior'."
650,1182,115919,True,Tue Oct 31 22:15:39 +0000 2017,"Gotta luv @VirginTrains finally get 2 call cntr, they tried to charge me £176 for a ticket which can b purchased for £88 online https://t.co/I7rkohYqaI",1181,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração ao mencionar que a companhia tentou cobrar um valor excessivo por um bilhete, que pode ser adquirido por um preço muito menor online. A frase 'tried to charge me £176 for a ticket which can b purchased for £88 online' indica insatisfação com a situação.""
}",Negativo,"O usuário expressa frustração ao mencionar que a companhia tentou cobrar um valor excessivo por um bilhete, que pode ser adquirido por um preço muito menor online. A frase 'tried to charge me £176 for a ticket which can b purchased for £88 online' indica insatisfação com a situação."
651,1183,VirginTrains,False,Tue Oct 31 22:17:41 +0000 2017,@115921 Yes it does. You need to select the return journey then in the ticket flexibility menu you can select open return ^CB,1184,1185.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é informativa e objetiva, sem expressar emoções positivas ou negativas. O trecho 'You need to select the return journey' demonstra uma instrução clara, sem conotações emocionais.""
}",Neutro,"A mensagem do usuário é informativa e objetiva, sem expressar emoções positivas ou negativas. O trecho 'You need to select the return journey' demonstra uma instrução clara, sem conotações emocionais."
652,1184,115921,True,Tue Oct 31 22:24:43 +0000 2017,"@VirginTrains Thanks, see it now. Real shame about how poor the new App is though.",,1183.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa descontentamento em relação ao novo aplicativo, mencionando que é uma 'real shame' (uma verdadeira pena) sobre a sua qualidade, o que indica uma insatisfação clara.""
}",Negativo,"O usuário expressa descontentamento em relação ao novo aplicativo, mencionando que é uma 'real shame' (uma verdadeira pena) sobre a sua qualidade, o que indica uma insatisfação clara."
653,1185,115921,True,Tue Oct 31 22:16:19 +0000 2017,@VirginTrains Hi- does the new app have an option to buy an open return?,1183,,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é uma pergunta objetiva sobre a funcionalidade do novo aplicativo, sem expressar emoções positivas ou negativas. O tom é neutro, focado em obter informações específicas.""
}",Neutro,"A mensagem do usuário é uma pergunta objetiva sobre a funcionalidade do novo aplicativo, sem expressar emoções positivas ou negativas. O tom é neutro, focado em obter informações específicas."
654,1186,VirginTrains,False,Tue Oct 31 22:16:12 +0000 2017,"@115922 Not at this stage sadly, but the some lines will reopen shortly so services will be on the move ^CB",1187,1188.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa uma situação desfavorável ao afirmar 'Not at this stage sadly', indicando uma frustração ou descontentamento com a situação atual, o que demonstra um sentimento negativo.""
}",Negativo,"O usuário expressa uma situação desfavorável ao afirmar 'Not at this stage sadly', indicando uma frustração ou descontentamento com a situação atual, o que demonstra um sentimento negativo."
655,1187,115922,True,Tue Oct 31 22:18:12 +0000 2017,@VirginTrains Thanks,,1186.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é um simples agradecimento ('Thanks'), que não expressa emoções fortes ou uma opinião clara, indicando um tom neutro.""
}",Neutro,"A mensagem do usuário é um simples agradecimento ('Thanks'), que não expressa emoções fortes ou uma opinião clara, indicando um tom neutro."
656,1188,115922,True,Tue Oct 31 22:14:16 +0000 2017,@VirginTrains My daughter is on the Euston train stuck just outside Preston. Any timeframes for arrival?,1186,1189.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa preocupação e frustração ao mencionar que sua filha está presa em um trem, o que indica uma situação estressante. A solicitação de informações sobre o tempo de chegada sugere ansiedade em relação à situação, o que reforça o sentimento negativo.""
}",Negativo,"O usuário expressa preocupação e frustração ao mencionar que sua filha está presa em um trem, o que indica uma situação estressante. A solicitação de informações sobre o tempo de chegada sugere ansiedade em relação à situação, o que reforça o sentimento negativo."
657,1189,VirginTrains,False,Tue Oct 31 21:59:22 +0000 2017,#VTNEW Due to the emergency services dealing with an incident at Preston all lines are closed.,"1190,1191,1192,1193,1188,1194,1195,1196,1197",,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""A mensagem informa sobre o fechamento de todas as linhas devido a um incidente, o que sugere uma situação de emergência e pode causar frustração ou preocupação nos usuários. O tom é informativo, mas a natureza da informação é negativa, pois implica interrupção e problemas para os passageiros.""
}",Negativo,"A mensagem informa sobre o fechamento de todas as linhas devido a um incidente, o que sugere uma situação de emergência e pode causar frustração ou preocupação nos usuários. O tom é informativo, mas a natureza da informação é negativa, pois implica interrupção e problemas para os passageiros."
658,1198,VirginTrains,False,Tue Oct 31 22:15:38 +0000 2017,@115923 We don't have that information here I'm afraid Andy ^CB,,1199.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""A mensagem expressa uma limitação ou falta de informação, o que pode ser interpretado como uma resposta insatisfatória. O trecho 'We don't have that information here I'm afraid' indica uma situação desfavorável.""
}",Negativo,"A mensagem expressa uma limitação ou falta de informação, o que pode ser interpretado como uma resposta insatisfatória. O trecho 'We don't have that information here I'm afraid' indica uma situação desfavorável."
659,1199,115923,True,Tue Oct 31 22:14:07 +0000 2017,"@VirginTrains What are your targets for next season? I see your prices go up, so I assume you've set performance targets reflective of that.",1198,1200.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""O usuário está fazendo uma pergunta direta sobre as metas da empresa e observando um aumento nos preços, o que sugere uma análise crítica, mas não expressa emoções fortes ou um julgamento negativo. A frase 'I see your prices go up' indica uma observação, mas não uma reclamação ou elogio.""
}",Neutro,"O usuário está fazendo uma pergunta direta sobre as metas da empresa e observando um aumento nos preços, o que sugere uma análise crítica, mas não expressa emoções fortes ou um julgamento negativo. A frase 'I see your prices go up' indica uma observação, mas não uma reclamação ou elogio."
660,1200,VirginTrains,False,Tue Oct 31 20:22:04 +0000 2017,"@115923 These delays are out of our control, but we do work with Network Rail to try and reduce any problems ^CB",1199,1201.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração em relação aos atrasos, indicando que são 'fora de nosso controle', o que sugere uma insatisfação com a situação. A frase 'tentar reduzir qualquer problema' também implica que há problemas significativos a serem enfrentados.""
}",Negativo,"O usuário expressa frustração em relação aos atrasos, indicando que são 'fora de nosso controle', o que sugere uma insatisfação com a situação. A frase 'tentar reduzir qualquer problema' também implica que há problemas significativos a serem enfrentados."
661,1201,115923,True,Tue Oct 31 20:20:15 +0000 2017,"@VirginTrains Oh, that's nice. What are you doing about it? What are you targets next year?",1200,1202.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""O usuário faz perguntas sobre as ações e metas da Virgin Trains, demonstrando curiosidade, mas não expressa emoções positivas ou negativas. A frase 'Oh, that's nice' pode ser interpretada como uma reação neutra, sem um forte sentimento associado.""
}",Neutro,"O usuário faz perguntas sobre as ações e metas da Virgin Trains, demonstrando curiosidade, mas não expressa emoções positivas ou negativas. A frase 'Oh, that's nice' pode ser interpretada como uma reação neutra, sem um forte sentimento associado."
662,1202,VirginTrains,False,Tue Oct 31 19:09:18 +0000 2017,"@115923 I understand the frustration this causes, Andy ^CB",1201,1203.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa compreensão pela frustração de outra pessoa, o que indica empatia em relação a uma situação negativa. A frase 'I understand the frustration this causes' sugere que o usuário está reconhecendo um sentimento de descontentamento.""
}",Negativo,"O usuário expressa compreensão pela frustração de outra pessoa, o que indica empatia em relação a uma situação negativa. A frase 'I understand the frustration this causes' sugere que o usuário está reconhecendo um sentimento de descontentamento."
